company,warehouse,name,description,client,itemFamily,unitCost,allowCartonization,allowAllocationByLPN,allocationRoundUpStrategyType,allocationRoundUpStrategyValue,trackingVolumeFlag,trackingLotNumberFlag,trackingManufactureDateFlag,shelfLifeDays,trackingExpirationDateFlag,imageUrl,thumbnailUrl
20901,WMEC,12 CAN,12 CAN HARDLINER,,FG,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,134866,25LBS pet container .25x.25x51 inch,,RAW,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,134867,50LBS pet container .25x.25x61 inch,,RAW,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,1368648,Active Collection:Suitcase:Heather Grey:Nylon/Poly:20 Inches,,FG,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,140024,Toiletry Bag:Yellow,,FG,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,14217-CC,DDC Computer Case: ASSORTED:SFT PCS NON RLG,,FG,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,15202-10-25,REVO SPIN 25IN EXP. UR BLACK,,FG,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,15202-80-25,"REVO SPIN 25IN EXP UR, PURPLE",,FG,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,15254-35-22,"REVO BOLT 22""EXP.UR, COBALT",,FG,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,1645419,"Luggage and Travel Accessories : Set of 2 Suitcases : Platinum : Hard : Carryon and Large ( 1101394 ), SKU:1645419",,OUTPUR,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,17312,4lb pet containter,,RAW,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,17313,10LB pet food storage container,,RAW,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,17879-11-20,REVO IMPACT 20IN TWISTER BLACK,,FG,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,17880-50-30,REVO SATELLITE 30IN TWISTER RED,,FG,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,18232P-C3,Elastic belt buckle C / C 束衣扣+鬆緊帶,,RAW,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,18665D-3055,KIDS CAMPING COMBO FROG/ OWL,,KIT,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,18910-35-25,"REVO LAZOR HARDSIDE 25"" UPRIGHT, NAVY",,FG,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,18910-50-30,"REVO LAZER HARDSIDE 30"" UPRIGHT, RED",,FG,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,18910-80-20,"REVO LAZER HARDSIDE 20"" UPRIGHT, PURPLE",,FG,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,18910-A1,The inner sleeve A,,RAW,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,18910-A2-RD,Enclosure Construction A,,RAW,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,18910-B1,The inner sleeve B,,RAW,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,18910-B2-GRY,Enclosure Construction B,,RAW,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,18910-B2-RL,Enclosure Construction B,,RAW,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,18910-C2-PE,Enclosure Construction C,,RAW,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,18911-53-3E,18911-53-30/25/20 REVO IMPACT BURGUNDY,,KIT,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,18911-A2-GRY,Enclosure Construction A,,RAW,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,18911-B3,Elastic belt buckle B,,RAW,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,18911-C1-S,The inner sleeve S,,RAW,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,18911-C2-S,Enclosure Construction S,,RAW,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,18911P-10-25,"REVO IMPACT HARDSIDE 25"" UPRIGHT, BLACK",,FG,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,18911P-20-25,"REVO IMPACT HARDSIDE 25"" UPRIGHT, GRAY",,FG,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,18911P-20-30,"REVO IMPACK HARDSIDE 30"" UPRIGHT, GRAY",,FG,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,18965-10-20-N,18965-10-20內套里,,SA,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,19048-35-3E,"ETLG ADELE 3PC NESTED SET, TEAL",,KIT,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,19048-50-3E,"ETLG ADELE 3Pc. Nested Set, CORAL",,KIT,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,19106P-20-S5,For mer neri -S,,RAW,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,19106P-31-L2,Enclosure Construction L-NAVY,,RAW,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,19106P-31-S8,After the septum -31-S,,RAW,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,19106P-50-M2,Enclosure Construction M-RED,,RAW,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,19106P-LR1,The inner sleeve L,,RAW,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,19106P-MR1,The inner sleeve M,,RAW,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,1920-5QT-BTFLY-LABEL,5QT BUCKET BUTTERFLY LABEL,,RAW,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,1920-5QT-DOTS-LABEL,5QT BUCKET DOTS LABEL,,RAW,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,1921-5QT-CAMO-0006,5 QT BUCKET - CAMO,,FG,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,1921-5QT-CAMO-HANDLE-0002,1921-5QT-CAMO-HANDLE,,SA,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,1921-5QT-CAMO-HANDLE-0006,1921-5QT-CAMO-HANDLE,,副組裝料號,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,1921-5QT-DINO-0008,5 QT BUCKET - DINO,,FG,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,1921-5QT-DINO-BODY-0004,1921-5QT-DINO-BODY,,副組裝料號,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,1921-5QT-DINO-Print-0003,1921-5QT-DINO-Print,,副組裝料號,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,1921-5QT-DINO-Print-0005,1921-5QT-DINO-Print,,SA,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,1921-5QT-EASTER-BODY-0003,1921-5QT-EASTER-BODY,,SA,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,1921-5QT-EASTER-BODY-0006,1921-5QT-EASTER-BODY,,SA,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,1921-5QT-EASTER-HANDLE-0002,1921-5QT-EASTER-HANDLE,,SA,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,1921-5QT-EASTER-Print-0002,1921-5QT-EASTER-Print,,副組裝料號,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,1921-5QT-EASTER-Print-0007,1921-5QT-EASTER-Print,,SA,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,1921-5QT-EGG-BODY-0004,1921-5QT-EGG-BODY,,SA,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,1921-5QT-EGG-BODY-0008,1921-5QT-EGG-BODY,,副組裝料號,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,1921-5QT-EGG-BODY-0013,1921-5QT-EGG-BODY,,副組裝料號,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,1921-5QT-EGG-HANDLE,2021 Easter Egg handle,,RAW,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,1921-5QT-EGG-Print-0004,1921-5QT-EGG-Print,,SA,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,1921-5QT-EGG-Print-0004,1921-5QT-EGG-Print,,副組裝料號,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,1921-5QT-EGG-Print-0005,1921-5QT-EGG-Print,,副組裝料號,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,1921-5QT-EGG-Print-0006,1921-5QT-EGG-Print,,SA,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,1921-5QT-EGG-Print-0009,1921-5QT-EGG-Print,,SA,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,1921-5QT-FROG-0002,5 QT BUCKET -  FROG,,FG,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,1921-5QT-FROG-0003,5 QT BUCKET -  FROG,,FG,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,1921-5QT-FROG-HANDLE-0003,1921-5QT-FROG-HANDLE,,SA,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,1921-5QT-FROG-HANDLE-0003,1921-5QT-FROG-HANDLE,,副組裝料號,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,1921-5QT-FROG-Print-0004,1921-5QT-FROG-Print,,副組裝料號,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,1921-5QT-LLMA-0002,5 QT BUCKET - UNICOR,,FG,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,1921-5QT-LLMA-0006,5 QT BUCKET - UNICOR,,FG,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,1921-5QT-LLMA-BODY-0003,1921-5QT-LLMA-BODY,,副組裝料號,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,1921-5QT-LLMA-HANDLE-0002,1921-5QT-LLMA-HANDLE,,SA,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,1921-5QT-LLMA-HANDLE-0002,1921-5QT-LLMA-HANDLE,,副組裝料號,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,1921-5QT-LLMA-Print-0005,1921-5QT-LLMA-Print,,副組裝料號,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,1921-5QT-LLMA-Print-0007,1921-5QT-LLMA-Print,,SA,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,1921-5QT-LLMA-Print-0009,1921-5QT-LLMA-Print,,SA,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,1921-5QT-SPORT-0004,5 QT BUCKET - SPORTS,,FG,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,1921-5QT-SPORT-0005,5 QT BUCKET - SPORTS,,FG,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,1921-5QT-SPORT-BODY-0002,1921-5QT-SPORT-BODY,,SA,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,1921-5QT-SPORT-BODY-0004,1921-5QT-SPORT-BODY,,SA,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,1921-5QT-SPORT-HANDLE-0004,1921-5QT-SPORT-HANDLE,,SA,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,1921-5QT-SPORT-HANDLE-0004,1921-5QT-SPORT-HANDLE,,副組裝料號,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,1921-5QT-SPORT-HANDLE-0005,1921-5QT-SPORT-HANDLE,,副組裝料號,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,1921-5QT-SPORT-LABEL,2021 Easter Sport label,,RAW,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,1921-5QT-SPORT-Print-0002,1921-5QT-SPORT-Print,,SA,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,1921-5QT-SPORT-Print-0002,1921-5QT-SPORT-Print,,副組裝料號,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,1921-5QT-SPORT-Print-0003,1921-5QT-SPORT-Print,,SA,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,1921-5QT-SPORT-Print-0005,1921-5QT-SPORT-Print,,副組裝料號,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,1921-5QT-SPORT-Print-0010,1921-5QT-SPORT-Print,,副組裝料號,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,19320P-SBG,Small Front divider lining,,RAW,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,19437-20-3E,"SI RUGGED WEAR 3PC Nested set, Charcoal",,KIT,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,19461-12-3E,"JS JEWEL PLAID HARDSIDE 3PC Nested set, SILVER",,KIT,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,19595-12-3E,"RVLG	 Speed Light	 3Pc. Nested Set	, Silver",,KIT,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,19628-10-32,"BLACK 32"" EXP. TWISTER UPR",,FG,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,19644-60-4E,"HARDSIDE UPRIGHT, Champagne, 4PC Nested set",,KIT,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,19644-90-4E,"DK HARDSIDE, 4PC set UPRIGHT, ORANGE",,KIT,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,19672-30-3E,"TSI SHEVRON 3PCS Nested SET UPRIGHT HARDSIDE, TURKISH SEA",,KIT,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,2008146,Backpack : Teal,,FG,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,2018090607,Sierra Hardside 20in Black,,FG,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,20216-88-2E,"DK Embarcadero TWISTER UPR, Plum, 2PC Nested set",,KIT,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,20504-90-2E,"TSI FOCUS 2.0 SPINNER, ORANGE, 2PC Nested set",,KIT,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,20571-11-3E,JS FLORAL SOFTSIDE 3PC SET,,KIT,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,20590-21-3E,"REVO SPACE LITE SPINNER,CHARCOAL, 3PC Nested set",,KIT,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,20695-53-3E,"TSI Global Fushion 3PC Nested Set, Burgundy",,KIT,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,20877-11-3E,BTL GALLERY HARDSIDE 3PC NESTED SET UPRIGHT  BLACK/BROWN,,KIT,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,20879P-30-3E,"REVO Impact II 3PC Nested Set, Navy",,KIT,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,20937P-LR1,The inner sleeve L,,RAW,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,20937P-MA,metal frame for expanded section  M,,RAW,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,21042-SP-18,18in Pilot Case Space,,FG,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,21042B,18IN Kids Pilot Asst Boy,,KIT,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,21211-47-3E,JS PINEAPPLE MINT 3PC NESTED SET SPINNER,,KIT,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,21212-25-3E,JS BREEZE GRAY/INDIGO 3PC SET SPINNER,,KIT,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,21325-LA,metal frame for expanded section? L,,RAW,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,21325-MBR,Polyester  inner sleeve on medium size (front),,RAW,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,21325-SAR,Polyester  inner sleeve on small size (back),,RAW,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,21325P-SA,metal frame for expanded section  L,,RAW,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,21345-04-3E,JS FRENCH FLORAL COLLECTION 3PC NESTED SET,,KIT,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,21512P-10-20,"Revo Icon Luggage 20"" Hard Side Spinner, Black",,FG,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,21512P-LAR,After the large inner sleeve,,RAW,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,21512P-SAG,After the trumpet in the lattice,,RAW,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,21535P-50-20C,"REVO STAR LIGHT RED 20""",,FG,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,21535P-50-30-J,21535P-50-30-J鋸邊,,副組裝料號,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,21535P-80-30-J,21535P-80-30-J鋸邊,,副組裝料號,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,21535P-L2,Elastic belt buckle L,,RAW,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,21535P-SAG,Small back divider lining,,RAW,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,21535P-SAR,Polyester  inner sleeve on small size (back),,RAW,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,21684-55-17-J,21684-55-17-J鋸邊,,RAW,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,21684-80-20-B,PC Board Purple PBK,,RAW,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,21877P8030-J,21877P8030-J鋸邊,,副組裝料號,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,22049P-00-20-J,22049P-00-20-J鋸邊,,SA,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,22049P-10-20B,PC Board,,SA,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,22049P-10-29B,PC Board,,SA,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,22049P-30-20-J,22049P-30-20-J鋸邊,,SA,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,22049P-35-20B,PC Board,,副組裝料號,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,22049P-50-20-J,22049P-50-20-J鋸邊,,副組裝料號,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,22049P-50-29-J,22049P-50-29-J鋸邊,,SA,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,22049P-80-20-J,22049P-80-20-J鋸邊,,SA,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,22049P-80-20B,PC Board,,RAW,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,22476-35-29-J,22476-35-29-J鋸邊,,RAW,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,22570-45-25,"West Elm Luggage-25""-OLIVE",,FG,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,22570-CLOUD-20,Suitcase Cloud Hard Carry On,,FG,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,22570P-08-20,"West Elm Luggage-20""-Charcoal",,FG,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,22570P-08-25-B,PC Board Charcoal,,RAW,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,22570P-08-25/29,Luggage and Travel Accessories : Set of 2 Suitcases : Black : Hard : Medium & Large ( 1101390 ),,KIT,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,22570P-35-20,"West Elm Luggage-20""-TEAL",,FG,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,22570P-35-25,"West Elm Luggage-25""-TEAL",,FG,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,22570P-35-25-J,22570P-35-25-J鋸邊,,RAW,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,22570P-45-20-J,22570P-45-20-J鋸邊,,RAW,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,22570P-45-25,"West Elm Luggage-25""-OLIVE",,FG,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,22570P-55-25-J,22570P-55-25-J鋸邊,,RAW,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,22570P-70-29-B,PC Board DARK HORSERADISH,,RAW,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,22822-10-20-J,Jeep balck shell,,RAW,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,22822-53-25-J,Jeep red shell,,RAW,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,22822-SBR,小號前內裡,,RAW,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,2527423,RectangleBentoNavy,,FG,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,3010552,Luggage and Travel Accessories : Duffel : Platinum : Soft : O/S ( 1101001 ),,FG,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,3055-DF,IPACK Duffel:ASSORTED:SFT PCS NON RLG,,FG,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,3309347,Luggage and Travel Accessories : Suitcase : Black : Hard : Medium,,FG,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,3704940-Lid-0001,3704940-Lid,,副組裝料號,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,3810940,Active Collection:Suitcase:Black:Nylon/Poly:20 Inches,,FG,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,40-RM-5,Tote Resin Mix Color PP High MFI,,FG,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,4176175,S2 Suitcase Ylw Hardsd COandMed,,KIT,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,42CAN-P-0004,42 CAN HARDLINER,,FG,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,4GBGS-19-APPLE-0002,AD 4 GAL BKT & GRID,,FG,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,4GBGS-19-APPLE-BODY-0001,4GBGS-19-APPLE-BODY,,副組裝料號,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,4GBGS-19-BLUE-0004,AD 4 GAL BKT & GRID,,FG,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,4GBGS-19-BLUE-0005,AD 4 GAL BKT & GRID,,FG,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,4GBGS-19-BLUE-BODY-0003,4GBGS-19-BLUE-BODY,,副組裝料號,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,4GBGS-19-BLUE-BODY-0007,4GBGS-19-BLUE-BODY,,SA,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,4GBGS-19-BLUE-Screen-0009,4GBGS-19-BLUE-Screen,,副組裝料號,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,4GBGS-19-OCEAN-BODY-0002,4GBGS-19-OCEAN-BODY,,SA,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,4GBGS-19-PRP-BODY-0001,4GBGS-19-PRP-BODY,,副組裝料號,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,5325127,Lifestyle Collection:Duffle:Blush:O/S:Vegan Leather,,FG,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,5346362,"West Elm Cloud luggage  20""",,FG,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,5868238,"Luggage and Travel Accessories : Set of 2 Suitcases : Platinum : Hard : Carryon and Medium ( 1101395 ), SKU:5868238",,KIT,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,5QT GREEN SPORTS,5qt green sports label,,RAW,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,5QT-ES2018-CAMO-LABEL,5QT GREEN CAMO Label,,RAW,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,5QT-ES2018-PINK-BUCKET,5QT 2018 EASTER pink bucket,,RAW,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,5QT-ES2018-SEA-BUCKET,5QT 2018 EASTER Sea blue bucket,,RAW,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,5QT-ES2018-SPOR-LABEL,5QT GREEN SPORTS Label,,RAW,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,5QT-ES2018-WDNO-LABEL,5QT WHITE DINO Label,,RAW,0,false,false,NONE,0,true,false,false,0,false,,
20901,WMEC,5QT-ES2018-WDNO-SFH,5QT WHITE DINO HANDLE,,RAW,0,false,false,NONE,0,true,false,false,0,false,,
