company,warehouse,name,aisle,x,y,z,length,width,height,pickSequence,putawaySequence,countSequence,capacity,fillPercentage,locationGroup,enabled
20901,WMEC,RSTG028,201,,,,320,240,48,20100027,20100027,20100027,3686400,100,RECV_STG,true
20901,WMEC,RSTG029,201,,,,320,240,48,20100028,20100028,20100028,3686400,100,RECV_STG,true
20901,WMEC,RSTG030,201,,,,320,240,48,20100029,20100029,20100029,3686400,100,RECV_STG,true
20901,WMEC,SSTG001,202,,,,320,240,48,20200000,20200000,20200000,3686400,100,SHIP_STG,true
20901,WMEC,SSTG002,202,,,,320,240,48,20200001,20200001,20200001,3686400,100,SHIP_STG,true
20901,WMEC,SSTG003,202,,,,320,240,48,20200002,20200002,20200002,3686400,100,SHIP_STG,true
20901,WMEC,SSTG004,202,,,,320,240,48,20200003,20200003,20200003,3686400,100,SHIP_STG,true
20901,WMEC,SSTG005,202,,,,320,240,48,20200004,20200004,20200004,3686400,100,SHIP_STG,true
20901,WMEC,SSTG006,202,,,,320,240,48,20200005,20200005,20200005,3686400,100,SHIP_STG,true
20901,WMEC,SSTG007,202,,,,320,240,48,20200006,20200006,20200006,3686400,100,SHIP_STG,true
20901,WMEC,SSTG008,202,,,,320,240,48,20200007,20200007,20200007,3686400,100,SHIP_STG,true
20901,WMEC,SSTG009,202,,,,320,240,48,20200008,20200008,20200008,3686400,100,SHIP_STG,true
20901,WMEC,SSTG010,202,,,,320,240,48,20200009,20200009,20200009,3686400,100,SHIP_STG,true
20901,WMEC,SSTG011,202,,,,320,240,48,20200010,20200010,20200010,3686400,100,SHIP_STG,true
20901,WMEC,SSTG012,202,,,,320,240,48,20200011,20200011,20200011,3686400,100,SHIP_STG,true
20901,WMEC,SSTG013,202,,,,320,240,48,20200012,20200012,20200012,3686400,100,SHIP_STG,true
20901,WMEC,SSTG014,202,,,,320,240,48,20200013,20200013,20200013,3686400,100,SHIP_STG,true
20901,WMEC,SSTG015,202,,,,320,240,48,20200014,20200014,20200014,3686400,100,SHIP_STG,true
20901,WMEC,SSTG016,202,,,,320,240,48,20200015,20200015,20200015,3686400,100,SHIP_STG,true
20901,WMEC,SSTG017,202,,,,320,240,48,20200016,20200016,20200016,3686400,100,SHIP_STG,true
20901,WMEC,SSTG018,202,,,,320,240,48,20200017,20200017,20200017,3686400,100,SHIP_STG,true
20901,WMEC,SSTG019,202,,,,320,240,48,20200018,20200018,20200018,3686400,100,SHIP_STG,true
20901,WMEC,SSTG020,202,,,,320,240,48,20200019,20200019,20200019,3686400,100,SHIP_STG,true
20901,WMEC,SSTG021,202,,,,320,240,48,20200020,20200020,20200020,3686400,100,SHIP_STG,true
20901,WMEC,SSTG022,202,,,,320,240,48,20200021,20200021,20200021,3686400,100,SHIP_STG,true
20901,WMEC,SSTG023,202,,,,320,240,48,20200022,20200022,20200022,3686400,100,SHIP_STG,true
20901,WMEC,SSTG024,202,,,,320,240,48,20200023,20200023,20200023,3686400,100,SHIP_STG,true
20901,WMEC,SSTG025,202,,,,320,240,48,20200024,20200024,20200024,3686400,100,SHIP_STG,true
20901,WMEC,SSTG026,202,,,,320,240,48,20200025,20200025,20200025,3686400,100,SHIP_STG,true
20901,WMEC,SSTG027,202,,,,320,240,48,20200026,20200026,20200026,3686400,100,SHIP_STG,true
20901,WMEC,SSTG028,202,,,,320,240,48,20200027,20200027,20200027,3686400,100,SHIP_STG,true
20901,WMEC,SSTG029,202,,,,320,240,48,20200028,20200028,20200028,3686400,100,SHIP_STG,true
20901,WMEC,SSTG030,202,,,,320,240,48,20200029,20200029,20200029,3686400,100,SHIP_STG,true
20901,WMEC,DMG001,301,,,,999,999,999,30100000,30100000,30100000,997002999,100,DAMAGED,true
20901,WMEC,DMG002,301,,,,999,999,999,30100001,30100001,30100001,997002999,100,DAMAGED,true
20901,WMEC,DMG003,301,,,,999,999,999,30100002,30100002,30100002,997002999,100,DAMAGED,true
20901,WMEC,DMG004,301,,,,999,999,999,30100003,30100003,30100003,997002999,100,DAMAGED,true
20901,WMEC,DMG005,301,,,,999,999,999,30100004,30100004,30100004,997002999,100,DAMAGED,true
20901,WMEC,DMG006,301,,,,999,999,999,30100005,30100005,30100005,997002999,100,DAMAGED,true
20901,WMEC,DMG007,301,,,,999,999,999,30100006,30100006,30100006,997002999,100,DAMAGED,true
20901,WMEC,DMG008,301,,,,999,999,999,30100007,30100007,30100007,997002999,100,DAMAGED,true
20901,WMEC,DMG009,301,,,,999,999,999,30100008,30100008,30100008,997002999,100,DAMAGED,true
20901,WMEC,DMG010,301,,,,999,999,999,30100009,30100009,30100009,997002999,100,DAMAGED,true
20901,WMEC,DMG011,301,,,,999,999,999,30100010,30100010,30100010,997002999,100,DAMAGED,true
20901,WMEC,DMG012,301,,,,999,999,999,30100011,30100011,30100011,997002999,100,DAMAGED,true
20901,WMEC,DMG013,301,,,,999,999,999,30100012,30100012,30100012,997002999,100,DAMAGED,true
20901,WMEC,DMG014,301,,,,999,999,999,30100013,30100013,30100013,997002999,100,DAMAGED,true
20901,WMEC,DMG015,301,,,,999,999,999,30100014,30100014,30100014,997002999,100,DAMAGED,true
20901,WMEC,DMG016,301,,,,999,999,999,30100015,30100015,30100015,997002999,100,DAMAGED,true
20901,WMEC,DMG017,301,,,,999,999,999,30100016,30100016,30100016,997002999,100,DAMAGED,true
20901,WMEC,DMG018,301,,,,999,999,999,30100017,30100017,30100017,997002999,100,DAMAGED,true
20901,WMEC,DMG019,301,,,,999,999,999,30100018,30100018,30100018,997002999,100,DAMAGED,true
20901,WMEC,DMG020,301,,,,999,999,999,30100019,30100019,30100019,997002999,100,DAMAGED,true
20901,WMEC,DMG021,301,,,,999,999,999,30100020,30100020,30100020,997002999,100,DAMAGED,true
20901,WMEC,DMG022,301,,,,999,999,999,30100021,30100021,30100021,997002999,100,DAMAGED,true
20901,WMEC,DMG023,301,,,,999,999,999,30100022,30100022,30100022,997002999,100,DAMAGED,true
20901,WMEC,DMG024,301,,,,999,999,999,30100023,30100023,30100023,997002999,100,DAMAGED,true
20901,WMEC,DMG025,301,,,,999,999,999,30100024,30100024,30100024,997002999,100,DAMAGED,true
20901,WMEC,DMG026,301,,,,999,999,999,30100025,30100025,30100025,997002999,100,DAMAGED,true
20901,WMEC,DMG027,301,,,,999,999,999,30100026,30100026,30100026,997002999,100,DAMAGED,true
20901,WMEC,DMG028,301,,,,999,999,999,30100027,30100027,30100027,997002999,100,DAMAGED,true
20901,WMEC,DMG029,301,,,,999,999,999,30100028,30100028,30100028,997002999,100,DAMAGED,true
20901,WMEC,DMG030,301,,,,999,999,999,30100029,30100029,30100029,997002999,100,DAMAGED,true
20901,WMEC,RDOCK001,401,,,,999,999,999,40100000,40100000,40100000,997002999,100,RECV_DCK,true
20901,WMEC,RDOCK002,401,,,,999,999,999,40100001,40100001,40100001,997002999,100,RECV_DCK,true
20901,WMEC,RDOCK003,401,,,,999,999,999,40100002,40100002,40100002,997002999,100,RECV_DCK,true
20901,WMEC,RDOCK004,401,,,,999,999,999,40100003,40100003,40100003,997002999,100,RECV_DCK,true
20901,WMEC,RDOCK005,401,,,,999,999,999,40100004,40100004,40100004,997002999,100,RECV_DCK,true
20901,WMEC,RDOCK006,401,,,,999,999,999,40100005,40100005,40100005,997002999,100,RECV_DCK,true
20901,WMEC,RDOCK007,401,,,,999,999,999,40100006,40100006,40100006,997002999,100,RECV_DCK,true
20901,WMEC,RDOCK008,401,,,,999,999,999,40100007,40100007,40100007,997002999,100,RECV_DCK,true
20901,WMEC,RDOCK009,401,,,,999,999,999,40100008,40100008,40100008,997002999,100,RECV_DCK,true
20901,WMEC,RDOCK010,401,,,,999,999,999,40100009,40100009,40100009,997002999,100,RECV_DCK,true
20901,WMEC,SDOCK001,402,,,,999,999,999,40200000,40200000,40200000,997002999,100,SHIP_DCK,true
20901,WMEC,SDOCK002,402,,,,999,999,999,40200001,40200001,40200001,997002999,100,SHIP_DCK,true
20901,WMEC,SDOCK003,402,,,,999,999,999,40200002,40200002,40200002,997002999,100,SHIP_DCK,true
20901,WMEC,SDOCK004,402,,,,999,999,999,40200003,40200003,40200003,997002999,100,SHIP_DCK,true
20901,WMEC,SDOCK005,402,,,,999,999,999,40200004,40200004,40200004,997002999,100,SHIP_DCK,true
20901,WMEC,SDOCK006,402,,,,999,999,999,40200005,40200005,40200005,997002999,100,SHIP_DCK,true
20901,WMEC,SDOCK007,402,,,,999,999,999,40200006,40200006,40200006,997002999,100,SHIP_DCK,true
20901,WMEC,SDOCK008,402,,,,999,999,999,40200007,40200007,40200007,997002999,100,SHIP_DCK,true
20901,WMEC,SDOCK009,402,,,,999,999,999,40200008,40200008,40200008,997002999,100,SHIP_DCK,true
20901,WMEC,SDOCK010,402,,,,999,999,999,40200009,40200009,40200009,997002999,100,SHIP_DCK,true
20901,WMEC,RF001,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF002,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF003,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF004,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF005,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF006,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF007,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF008,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF009,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF010,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF100,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF101,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF102,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF103,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF104,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF105,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF106,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF107,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF108,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF109,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF11,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF110,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF12,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF13,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF14,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF15,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF16,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF17,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF18,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF19,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF20,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF21,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF22,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF23,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF24,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF25,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF26,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF27,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF28,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF29,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF30,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF31,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF32,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF33,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF34,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF35,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF36,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF37,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF38,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF39,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF40,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF41,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF42,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF43,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF44,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF45,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF46,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF47,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF48,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF49,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF50,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF51,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF52,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF53,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF54,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF55,,,,,,,,,,,0,100,RF,true
20901,WMEC,RF56,,,,,,,,,,,0,100,RF,true
20901,WMEC,LINE01,401,,,,999,999,999,40100001,40100001,40100001,999999,100,ProductionLine,true
20901,WMEC,LINE02,401,,,,999,999,999,40100002,40100002,40100002,999999,100,ProductionLine,true
20901,WMEC,LINE03,401,,,,999,999,999,40100003,40100003,40100003,999999,100,ProductionLine,true
20901,WMEC,LINE04,401,,,,999,999,999,40100004,40100004,40100004,999999,100,ProductionLine,true
20901,WMEC,LINE05,401,,,,999,999,999,40100005,40100005,40100005,999999,100,ProductionLine,true
20901,WMEC,LINE06,401,,,,999,999,999,40100006,40100006,40100006,999999,100,ProductionLine,true
20901,WMEC,LINE07,401,,,,999,999,999,40100007,40100007,40100007,999999,100,ProductionLine,true
20901,WMEC,LINE08,401,,,,999,999,999,40100008,40100008,40100008,999999,100,ProductionLine,true
20901,WMEC,LINE09,401,,,,999,999,999,40100009,40100009,40100009,999999,100,ProductionLine,true
20901,WMEC,LINE10,401,,,,999,999,999,40100010,40100010,40100010,999999,100,ProductionLine,true
20901,WMEC,LINE11,401,,,,999,999,999,40100011,40100011,40100011,999999,100,ProductionLine,true
20901,WMEC,LINE12,401,,,,999,999,999,40100012,40100012,40100012,999999,100,ProductionLine,true
20901,WMEC,LINE13,401,,,,999,999,999,40100013,40100013,40100013,999999,100,ProductionLine,true
20901,WMEC,LINE14,401,,,,999,999,999,40100014,40100014,40100014,999999,100,ProductionLine,true
20901,WMEC,LINE15,401,,,,999,999,999,40100015,40100015,40100015,999999,100,ProductionLine,true
20901,WMEC,LINE16,401,,,,999,999,999,40100016,40100016,40100016,999999,100,ProductionLine,true
20901,WMEC,LINE17,401,,,,999,999,999,40100017,40100017,40100017,999999,100,ProductionLine,true
20901,WMEC,LINE18,401,,,,999,999,999,40100018,40100018,40100018,999999,100,ProductionLine,true
20901,WMEC,LINE19,401,,,,999,999,999,40100019,40100019,40100019,999999,100,ProductionLine,true
20901,WMEC,LINE20,401,,,,999,999,999,40100020,40100020,40100020,999999,100,ProductionLine,true
20901,WMEC,LINE21,401,,,,999,999,999,40100021,40100021,40100021,999999,100,ProductionLine,true
20901,WMEC,LINE22,401,,,,999,999,999,40100022,40100022,40100022,999999,100,ProductionLine,true
20901,WMEC,LINE23,401,,,,999,999,999,40100023,40100023,40100023,999999,100,ProductionLine,true
20901,WMEC,LINE24,401,,,,999,999,999,40100024,40100024,40100024,999999,100,ProductionLine,true
20901,WMEC,LINE25,401,,,,999,999,999,40100025,40100025,40100025,999999,100,ProductionLine,true
20901,WMEC,LINE26,401,,,,999,999,999,40100026,40100026,40100026,999999,100,ProductionLine,true
20901,WMEC,LINE27,401,,,,999,999,999,40100027,40100027,40100027,999999,100,ProductionLine,true
20901,WMEC,LINE28,401,,,,999,999,999,40100028,40100028,40100028,999999,100,ProductionLine,true
20901,WMEC,LINE29,401,,,,999,999,999,40100029,40100029,40100029,999999,100,ProductionLine,true
20901,WMEC,LINE30,401,,,,999,999,999,40100030,40100030,40100030,999999,100,ProductionLine,true
20901,WMEC,LINE01-IN,401,,,,999,999,999,40100001,40100001,40100001,999999,100,ProductionLineInbound,true
20901,WMEC,LINE02-IN,401,,,,999,999,999,40100002,40100002,40100002,999999,100,ProductionLineInbound,true
20901,WMEC,LINE03-IN,401,,,,999,999,999,40100003,40100003,40100003,999999,100,ProductionLineInbound,true
20901,WMEC,LINE04-IN,401,,,,999,999,999,40100004,40100004,40100004,999999,100,ProductionLineInbound,true
20901,WMEC,LINE05-IN,401,,,,999,999,999,40100005,40100005,40100005,999999,100,ProductionLineInbound,true
20901,WMEC,LINE06-IN,401,,,,999,999,999,40100006,40100006,40100006,999999,100,ProductionLineInbound,true
20901,WMEC,LINE07-IN,401,,,,999,999,999,40100007,40100007,40100007,999999,100,ProductionLineInbound,true
20901,WMEC,LINE08-IN,401,,,,999,999,999,40100008,40100008,40100008,999999,100,ProductionLineInbound,true
20901,WMEC,LINE09-IN,401,,,,999,999,999,40100009,40100009,40100009,999999,100,ProductionLineInbound,true
20901,WMEC,LINE10-IN,401,,,,999,999,999,40100010,40100010,40100010,999999,100,ProductionLineInbound,true
20901,WMEC,LINE11-IN,401,,,,999,999,999,40100011,40100011,40100011,999999,100,ProductionLineInbound,true
20901,WMEC,LINE12-IN,401,,,,999,999,999,40100012,40100012,40100012,999999,100,ProductionLineInbound,true
20901,WMEC,LINE13-IN,401,,,,999,999,999,40100013,40100013,40100013,999999,100,ProductionLineInbound,true
20901,WMEC,LINE14-IN,401,,,,999,999,999,40100014,40100014,40100014,999999,100,ProductionLineInbound,true
20901,WMEC,LINE15-IN,401,,,,999,999,999,40100015,40100015,40100015,999999,100,ProductionLineInbound,true
20901,WMEC,LINE16-IN,401,,,,999,999,999,40100016,40100016,40100016,999999,100,ProductionLineInbound,true
20901,WMEC,LINE17-IN,401,,,,999,999,999,40100017,40100017,40100017,999999,100,ProductionLineInbound,true
20901,WMEC,LINE18-IN,401,,,,999,999,999,40100018,40100018,40100018,999999,100,ProductionLineInbound,true
20901,WMEC,LINE19-IN,401,,,,999,999,999,40100019,40100019,40100019,999999,100,ProductionLineInbound,true
20901,WMEC,LINE20-IN,401,,,,999,999,999,40100020,40100020,40100020,999999,100,ProductionLineInbound,true
20901,WMEC,LINE21-IN,401,,,,999,999,999,40100021,40100021,40100021,999999,100,ProductionLineInbound,true
20901,WMEC,LINE22-IN,401,,,,999,999,999,40100022,40100022,40100022,999999,100,ProductionLineInbound,true
20901,WMEC,LINE23-IN,401,,,,999,999,999,40100023,40100023,40100023,999999,100,ProductionLineInbound,true
20901,WMEC,LINE24-IN,401,,,,999,999,999,40100024,40100024,40100024,999999,100,ProductionLineInbound,true
20901,WMEC,LINE25-IN,401,,,,999,999,999,40100025,40100025,40100025,999999,100,ProductionLineInbound,true
20901,WMEC,LINE26-IN,401,,,,999,999,999,40100026,40100026,40100026,999999,100,ProductionLineInbound,true
20901,WMEC,LINE27-IN,401,,,,999,999,999,40100027,40100027,40100027,999999,100,ProductionLineInbound,true
20901,WMEC,LINE28-IN,401,,,,999,999,999,40100027,40100027,40100027,999999,100,ProductionLineInbound,true
20901,WMEC,LINE29-IN,401,,,,999,999,999,40100027,40100027,40100027,999999,100,ProductionLineInbound,true
20901,WMEC,LINE30-IN,401,,,,999,999,999,40100027,40100027,40100027,999999,100,ProductionLineInbound,true
20901,WMEC,LINE01-OUT,401,,,,999,999,999,40100001,40100001,40100001,999999,100,ProductionLineOutbound,true
20901,WMEC,LINE02-OUT,401,,,,999,999,999,40100002,40100002,40100002,999999,100,ProductionLineOutbound,true
20901,WMEC,LINE03-OUT,401,,,,999,999,999,40100003,40100003,40100003,999999,100,ProductionLineOutbound,true
20901,WMEC,LINE04-OUT,401,,,,999,999,999,40100004,40100004,40100004,999999,100,ProductionLineOutbound,true
20901,WMEC,LINE05-OUT,401,,,,999,999,999,40100005,40100005,40100005,999999,100,ProductionLineOutbound,true
20901,WMEC,LINE06-OUT,401,,,,999,999,999,40100006,40100006,40100006,999999,100,ProductionLineOutbound,true
20901,WMEC,LINE07-OUT,401,,,,999,999,999,40100007,40100007,40100007,999999,100,ProductionLineOutbound,true
20901,WMEC,LINE08-OUT,401,,,,999,999,999,40100008,40100008,40100008,999999,100,ProductionLineOutbound,true
20901,WMEC,LINE09-OUT,401,,,,999,999,999,40100009,40100009,40100009,999999,100,ProductionLineOutbound,true
20901,WMEC,LINE10-OUT,401,,,,999,999,999,40100010,40100010,40100010,999999,100,ProductionLineOutbound,true
20901,WMEC,LINE11-OUT,401,,,,999,999,999,40100011,40100011,40100011,999999,100,ProductionLineOutbound,true
20901,WMEC,LINE12-OUT,401,,,,999,999,999,40100012,40100012,40100012,999999,100,ProductionLineOutbound,true
20901,WMEC,LINE13-OUT,401,,,,999,999,999,40100013,40100013,40100013,999999,100,ProductionLineOutbound,true
20901,WMEC,LINE14-OUT,401,,,,999,999,999,40100014,40100014,40100014,999999,100,ProductionLineOutbound,true
20901,WMEC,LINE15-OUT,401,,,,999,999,999,40100015,40100015,40100015,999999,100,ProductionLineOutbound,true
20901,WMEC,LINE16-OUT,401,,,,999,999,999,40100016,40100016,40100016,999999,100,ProductionLineOutbound,true
20901,WMEC,LINE17-OUT,401,,,,999,999,999,40100017,40100017,40100017,999999,100,ProductionLineOutbound,true
20901,WMEC,LINE18-OUT,401,,,,999,999,999,40100018,40100018,40100018,999999,100,ProductionLineOutbound,true
20901,WMEC,LINE19-OUT,401,,,,999,999,999,40100019,40100019,40100019,999999,100,ProductionLineOutbound,true
20901,WMEC,LINE20-OUT,401,,,,999,999,999,40100020,40100020,40100020,999999,100,ProductionLineOutbound,true
20901,WMEC,LINE21-OUT,401,,,,999,999,999,40100021,40100021,40100021,999999,100,ProductionLineOutbound,true
20901,WMEC,LINE22-OUT,401,,,,999,999,999,40100022,40100022,40100022,999999,100,ProductionLineOutbound,true
20901,WMEC,LINE23-OUT,401,,,,999,999,999,40100023,40100023,40100023,999999,100,ProductionLineOutbound,true
20901,WMEC,LINE24-OUT,401,,,,999,999,999,40100024,40100024,40100024,999999,100,ProductionLineOutbound,true
20901,WMEC,LINE25-OUT,401,,,,999,999,999,40100025,40100025,40100025,999999,100,ProductionLineOutbound,true
20901,WMEC,LINE26-OUT,401,,,,999,999,999,40100026,40100026,40100026,999999,100,ProductionLineOutbound,true
20901,WMEC,LINE27-OUT,401,,,,999,999,999,40100027,40100027,40100027,999999,100,ProductionLineOutbound,true
20901,WMEC,LINE28-OUT,401,,,,999,999,999,40100027,40100027,40100027,999999,100,ProductionLineOutbound,true
20901,WMEC,LINE29-OUT,401,,,,999,999,999,40100027,40100027,40100027,999999,100,ProductionLineOutbound,true
20901,WMEC,LINE30-OUT,401,,,,999,999,999,40100027,40100027,40100027,999999,100,ProductionLineOutbound,true
20901,WMEC,INVADJ,1001,,,,999,999,999,100100001,100100001,100100001,999999,100,Inventory_Adjustment_Location,true
20901,WMEC,AUDIT,1002,,,,999,999,999,100100002,100100002,100100002,999999,100,Audit_Count_Inventory_Location,true
20901,WMEC,COUNT,1003,,,,999,999,999,100100003,100100003,100100003,999999,100,Audit_Count_Inventory_Location,true
20901,WMEC,INVRCV,1004,,,,999,999,999,100100004,100100004,100100004,999999,100,Inventory_Receiving_Location,true
20901,WMEC,REMOVE_INV,1001,,,,999,999,999,100100003,100100003,100100003,999999,100,Default_Removed_Inventory_Location,true
